,Census Tract,County,"Hospitalization_Census_Tract_Rate_per_100,000","Hospitlization_State_Rate_per_100,000",Adult_Pop_Over_18,Census_Tract_Estimate,Pop_Total,Pop_Density/Sq_Mile,Percent_Poverty,Median_Household_Income,Poverty_Mean_Household_Income,Per_Capita_Income,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,Urban,Rural,Low_Income_Tract,Percent_Education_Population_AgeOver24_LessThan9th,Percent_Education_Population_AgeOver24_NoHSDiploma,Percent_Education_Population_AgeOver24_HSD_Higher,Percent_Education_Population_AgeOver24_Bachelors_Higher
339,8059010212,JEFFERSON,1484.12,1267.78,3435,5.4,4283,4923.0,10.9,62639.0,72757.0,29604,1,1,1,0,1,0,1,2.9,4.5,95.5,29.4
340,8059009824,JEFFERSON,1447.67,1267.78,3770,4.9,4918,4869.3,7.9,80179.0,92337.0,35224,0,0,0,0,1,0,0,0.5,4.7,95.2,43.0
341,8059009823,JEFFERSON,849.45,1267.78,3697,5.0,4864,7049.3,0.8,90046.0,95489.0,35970,0,0,0,0,1,0,0,0.1,3.1,96.9,43.7
342,8059010208,JEFFERSON,1343.98,1267.78,4717,5.8,6090,5295.7,8.0,72652.0,81179.0,30417,0,0,0,0,1,0,0,2.0,9.1,90.9,27.9
343,8059010213,JEFFERSON,1552.25,1267.78,3945,5.4,5043,4757.5,12.7,53551.0,72343.0,27265,0,0,0,0,1,0,0,2.9,10.5,89.5,22.5
344,8059010304,JEFFERSON,1105.57,1267.78,2264,5.6,2814,5411.5,3.4,74167.0,80987.0,33236,0,0,0,0,1,0,0,1.2,4.5,95.5,33.2
345,8059009839,JEFFERSON,762.8,1267.78,1809,5.3,2356,3365.7,1.7,104938.0,112556.0,40811,0,0,0,0,1,0,0,0.3,2.0,98.0,46.9
346,8059060300,JEFFERSON,875.4,1267.78,3502,5.2,4595,6381.9,1.7,96984.0,108957.0,39477,0,0,0,0,1,0,0,0.7,3.6,96.3,47.7
347,8059060500,JEFFERSON,1288.7,1267.78,4012,5.6,5699,250.0,3.6,121875.0,131125.0,48606,0,0,0,0,1,0,0,0.6,1.7,98.3,63.1
348,8059060400,JEFFERSON,1186.25,1267.78,2736,5.6,3562,1763.4,4.8,90500.0,101875.0,35650,0,0,0,0,1,0,0,1.3,3.8,96.2,31.1
349,8059009851,JEFFERSON,747.73,1267.78,2885,6.5,3810,2801.5,4.0,105817.0,147603.0,56784,0,0,0,0,1,0,0,2.5,5.4,94.6,55.2
350,8059009837,JEFFERSON,823.49,1267.78,3003,5.7,3937,467.0,0.9,138631.0,168865.0,64143,0,0,0,0,1,0,0,0.6,1.3,98.6,61.2
351,8059009838,JEFFERSON,391.85,1267.78,4331,5.7,5999,3549.7,1.4,134083.0,161943.0,56221,0,0,0,0,1,0,0,2.1,2.9,97.2,60.8
352,8059009827,JEFFERSON,827.27,1267.78,4806,5.1,6215,3677.5,7.6,74643.0,102391.0,40592,0,0,0,0,1,0,0,3.6,8.6,91.3,41.6
353,8059009815,JEFFERSON,609.15,1267.78,4057,5.8,5249,2487.7,4.2,101522.0,118680.0,44164,0,0,0,0,1,0,0,0.8,1.9,98.2,48.0
354,8059009808,JEFFERSON,680.53,1267.78,4757,5.2,5720,55.0,7.8,96968.0,121211.0,54097,0,0,0,0,0,1,0,1.9,2.5,97.5,62.3
355,8059009840,JEFFERSON,902.72,1267.78,3174,6.0,4047,5468.9,2.3,75600.0,91612.0,36927,0,0,0,0,1,0,0,1.3,6.3,93.7,40.0
356,8059009836,JEFFERSON,690.56,1267.78,3227,6.2,4057,1704.6,3.5,111974.0,130421.0,49105,0,0,0,0,1,0,0,1.3,3.8,96.2,46.1
357,8115968300,SEDGWICK,1200.61,1267.78,1840,12.8,2357,4.3,17.0,49583.0,56125.0,24666,0,0,0,0,0,1,1,3.9,9.3,90.8,20.8
358,8059010211,JEFFERSON,1232.74,1267.78,2751,6.4,3514,5020.0,13.6,61332.0,91183.0,37628,0,0,0,0,1,0,0,2.1,8.0,92.0,27.7
359,8059010307,JEFFERSON,1633.6,1267.78,4031,4.9,5041,8843.9,12.5,48125.0,71195.0,30810,0,0,0,0,1,0,0,2.2,5.3,94.7,26.5
360,8059010306,JEFFERSON,1005.21,1267.78,2419,5.6,2937,5152.6,6.9,63807.0,74769.0,29632,0,0,0,0,1,0,0,1.4,8.9,91.1,24.2
361,8059009841,JEFFERSON,1002.82,1267.78,1947,6.1,2356,4712.0,6.3,90795.0,101109.0,38540,0,0,0,0,1,0,0,0.3,6.1,93.9,38.8
362,8095967600,PHILLIPS,1411.87,1267.78,2264,7.4,3010,7.9,7.2,53021.0,72658.0,29338,0,0,0,0,0,1,1,8.0,12.9,87.1,19.5
363,8095967700,PHILLIPS,1139.37,1267.78,985,9.8,1317,4.3,10.3,45391.0,58112.0,24252,0,0,0,0,0,1,0,0.7,5.7,94.3,26.6
364,8013013003,BOULDER,634.9,1267.78,4703,4.6,6267,1324.9,4.2,97286.0,125654.0,50143,0,0,0,0,1,0,0,2.0,2.9,97.1,74.8
365,8013013401,BOULDER,1843.63,1267.78,2658,5.2,3529,2892.6,26.7,39008.0,51640.0,21966,1,1,1,0,1,0,1,7.2,12.6,87.4,27.6
366,8013013503,BOULDER,1969.13,1267.78,4091,4.8,5735,7646.7,24.1,45685.0,57492.0,20732,0,1,0,0,1,0,1,10.3,24.3,75.7,21.9
367,8013013006,BOULDER,507.94,1267.78,4446,4.2,6030,4862.9,5.5,94861.0,106277.0,40957,0,0,0,0,1,0,0,0.6,3.6,96.5,74.5
368,8013012203,BOULDER,1007.61,1267.78,6286,4.1,7067,2826.8,13.4,53896.0,78326.0,44247,0,1,0,0,1,0,1,5.1,9.9,90.2,62.4
369,8013013402,BOULDER,1132.88,1267.78,5844,4.8,7521,3450.0,11.2,70815.0,84311.0,34308,1,1,1,0,1,0,1,3.6,14.9,85.1,33.3
370,8013013210,BOULDER,1687.1,1267.78,3845,5.0,5040,2333.3,11.7,62560.0,68243.0,25438,0,1,0,0,1,0,1,6.4,13.3,86.7,30.8
371,8013013302,BOULDER,1100.04,1267.78,3943,5.2,4682,3206.8,5.5,69450.0,92830.0,44242,0,1,0,1,1,0,1,0.7,2.9,97.1,48.3
372,8013013307,BOULDER,1964.9,1267.78,3060,5.3,3687,4916.0,12.0,45186.0,59195.0,27051,0,1,0,0,1,0,1,4.9,15.9,84.1,31.4
373,8013013308,BOULDER,2102.76,1267.78,2851,5.9,3509,4617.1,16.8,45275.0,64747.0,32294,0,0,0,0,1,0,1,5.7,15.9,84.1,29.6
374,8013012510,BOULDER,294.13,1267.78,3638,5.1,4493,229.6,2.3,115156.0,150379.0,64926,0,0,0,0,1,0,0,0.3,1.3,98.7,86.3
375,8013012907,BOULDER,829.22,1267.78,2608,4.6,3516,1400.8,9.3,77500.0,95901.0,39225,0,0,0,0,1,0,0,1.6,6.8,93.2,55.6
376,8013013305,BOULDER,1272.36,1267.78,4093,4.0,5222,6871.1,17.9,58284.0,64503.0,25491,0,0,0,0,1,0,0,4.1,8.4,91.6,29.5
377,8013060900,BOULDER,681.98,1267.78,3707,4.4,4603,1549.8,6.9,70592.0,91744.0,39045,0,0,0,0,1,0,0,0.5,1.4,98.6,54.3
378,8013012509,BOULDER,505.19,1267.78,2559,5.3,3393,4989.7,8.2,102778.0,134648.0,52066,0,0,0,0,1,0,0,0.0,0.9,99.1,81.3
379,8013013208,BOULDER,1108.01,1267.78,4640,5.5,5876,4700.8,4.6,71441.0,80627.0,34266,0,0,0,0,1,0,0,1.6,6.1,93.8,49.9
380,8013012701,BOULDER,405.3,1267.78,4824,4.3,6049,335.5,2.1,130150.0,154741.0,60876,0,0,0,0,0,1,0,0.3,0.3,99.7,74.9
381,8013012507,BOULDER,1167.56,1267.78,4023,3.1,4462,7082.5,28.0,60313.0,85026.0,34311,0,1,0,0,1,0,1,1.0,2.7,97.3,72.6
382,8013012505,BOULDER,423.29,1267.78,3136,5.1,3948,678.4,7.3,109698.0,154211.0,63167,0,0,0,0,1,0,0,0.6,1.2,98.8,83.4
383,8013013201,BOULDER,1207.88,1267.78,1307,5.6,1618,71.6,11.5,83125.0,105802.0,40044,0,0,0,0,0,1,0,2.8,5.4,94.6,46.6
384,8013013211,BOULDER,2048.07,1267.78,4156,4.6,6005,296.8,12.1,118125.0,143950.0,50017,0,0,0,0,1,0,0,4.3,7.9,92.1,55.0
385,8013013207,BOULDER,1272.69,1267.78,3612,4.6,4498,2131.8,8.2,86500.0,103663.0,43777,0,0,0,0,1,0,0,1.1,1.4,98.6,52.7
386,8013012101,BOULDER,417.21,1267.78,3689,4.3,4685,4259.1,9.4,99549.0,150602.0,63481,0,0,0,0,1,0,0,0.0,2.8,97.2,84.0
387,8013013205,BOULDER,331.76,1267.78,4307,4.5,5671,643.7,8.5,115682.0,174068.0,65278,0,0,0,0,1,0,0,0.0,0.4,99.6,69.8
388,8013013306,BOULDER,1595.47,1267.78,3643,4.6,5143,6679.2,15.6,55120.0,63076.0,22403,0,1,0,0,1,0,1,7.9,13.4,86.6,25.9
389,8013012201,BOULDER,345.16,1267.78,3663,3.6,3915,1909.8,30.4,66250.0,112347.0,49911,0,0,0,0,1,0,0,0.0,0.0,100.0,80.6
390,8013012705,BOULDER,676.24,1267.78,3538,3.9,4088,2418.9,8.5,63796.0,90154.0,46888,0,0,0,0,1,0,0,0.0,1.1,98.9,74.0
391,8013012708,BOULDER,537.8,1267.78,4157,5.0,5126,2362.2,5.6,108014.0,150543.0,66652,0,0,0,0,1,0,0,0.0,0.0,100.0,77.1
392,8013013601,BOULDER,572.54,1267.78,3141,4.4,4088,76.7,9.0,95000.0,116190.0,45419,0,0,0,0,0,1,0,0.7,3.1,96.9,57.6
393,8013012710,BOULDER,480.79,1267.78,2778,5.2,3422,461.8,5.8,102344.0,145720.0,65368,0,0,0,0,0,1,0,0.5,1.7,98.3,73.9
394,8013013701,BOULDER,453.25,1267.78,5106,5.3,6149,63.3,8.0,109253.0,146018.0,63388,0,0,0,0,0,1,0,1.0,1.9,98.1,66.6
395,8013013702,BOULDER,538.14,1267.78,4970,4.3,5970,45.7,11.0,88988.0,121483.0,54714,0,0,0,0,0,1,0,1.4,2.7,97.3,63.3
396,8013013202,BOULDER,646.56,1267.78,1257,4.9,1518,62.1,10.8,120855.0,148285.0,56730,0,0,0,0,0,1,0,1.7,2.9,97.1,62.6
397,8013012204,BOULDER,686.43,1267.78,3951,2.8,4076,7548.1,45.3,39864.0,79813.0,37823,0,0,0,0,1,0,1,0.0,0.6,99.4,72.4
398,8013013602,BOULDER,695.54,1267.78,777,5.7,867,4.5,1.7,77500.0,98757.0,50201,0,0,0,0,0,1,0,0.0,0.0,100.0,54.8
399,8013012903,BOULDER,316.76,1267.78,1904,5.0,2529,1686.0,5.0,131806.0,172282.0,67676,0,0,0,0,1,0,0,0.0,1.3,98.7,77.0
400,8013012501,BOULDER,751.41,1267.78,2306,4.5,2601,1970.5,13.6,70781.0,102280.0,47623,0,0,0,0,1,0,0,1.8,4.3,95.7,72.1
401,8013012603,BOULDER,627.63,1267.78,2875,4.3,3570,5328.4,10.9,96387.0,110710.0,46391,0,0,0,0,1,0,0,2.8,2.8,97.2,76.8
402,8013012511,BOULDER,470.58,1267.78,5712,4.1,6190,8253.3,21.2,52354.0,90801.0,31860,0,0,0,0,1,0,0,4.9,6.6,93.4,62.9
403,8013012709,BOULDER,999.38,1267.78,1482,4.7,1928,514.1,5.0,103603.0,120229.0,43625,0,0,0,0,1,0,0,0.5,1.6,98.3,73.3
404,8075966300,LOGAN,1517.68,1267.78,3656,12.0,4590,282.5,15.8,41029.0,52560.0,23371,0,0,0,0,1,0,0,4.4,11.5,88.4,22.2
405,8075966200,LOGAN,2328.67,1267.78,3442,6.1,4205,524.3,18.0,39707.0,41242.0,17633,0,1,0,0,1,0,1,5.5,16.9,83.1,13.8
406,8075966100,LOGAN,1617.91,1267.78,5667,11.2,7484,248.6,20.2,43864.0,65030.0,28605,0,0,0,0,0,1,0,6.8,13.0,87.0,20.6
407,8075966000,LOGAN,961.65,1267.78,1659,9.9,2104,4.0,12.2,52083.0,67003.0,26819,1,1,0,0,0,1,1,1.9,3.6,96.5,22.0
408,8075966400,LOGAN,1236.45,1267.78,1690,9.5,2084,2.9,12.5,54821.0,62499.0,20567,0,0,0,0,0,1,0,1.8,10.8,89.2,15.5
409,8075965900,LOGAN,880.92,1267.78,1094,9.9,1418,2.6,10.9,57338.0,77491.0,30660,1,1,0,0,0,1,1,2.0,10.7,89.3,14.2
410,8013060800,BOULDER,1816.81,1267.78,5673,4.0,7083,863.8,14.3,49498.0,62031.0,26414,0,1,0,1,1,0,1,4.0,12.4,87.6,34.1
411,8013013507,BOULDER,1152.71,1267.78,2609,5.1,3356,4474.7,5.4,76739.0,89672.0,32698,0,0,0,0,1,0,0,2.4,10.6,89.4,33.6
412,8013013505,BOULDER,2201.54,1267.78,3129,5.2,4534,9068.0,21.3,45109.0,56264.0,20636,0,0,0,0,1,0,1,8.4,24.6,75.4,15.0
413,8013013212,BOULDER,941.6,1267.78,3622,4.7,4639,1418.7,5.3,80338.0,99449.0,41156,0,0,0,0,1,0,0,0.5,5.5,94.5,55.9
414,8013061300,BOULDER,663.04,1267.78,2412,3.9,3524,4350.6,2.1,152433.0,166902.0,51787,0,0,0,0,1,0,0,2.6,5.2,94.8,78.4
415,8013061400,BOULDER,563.61,1267.78,2556,4.7,3663,3700.0,3.8,114750.0,144459.0,47623,0,0,0,0,1,0,0,2.8,4.3,95.7,75.3
416,8013012607,BOULDER,1459.47,1267.78,5238,2.6,5343,19082.1,53.5,22264.0,29513.0,16865,0,0,0,0,1,0,1,2.3,2.3,97.7,57.3
417,8013013508,BOULDER,843.57,1267.78,5552,4.3,7797,3898.5,3.3,86750.0,107646.0,35783,0,0,0,0,1,0,0,2.8,6.5,93.5,49.5
418,8013013506,BOULDER,1269.46,1267.78,3357,5.1,4409,4409.0,12.6,95263.0,106561.0,37460,0,0,0,0,1,0,0,2.6,9.9,90.1,42.7
419,8013013213,BOULDER,855.37,1267.78,5929,4.2,8709,1116.5,8.8,87264.0,122205.0,43447,0,0,0,0,1,0,0,1.1,4.1,95.8,62.4
420,8013012608,BOULDER,1750.99,1267.78,2203,3.7,2521,7202.9,12.0,88750.0,94292.0,38900,0,0,0,0,1,0,1,0.5,1.5,98.5,73.5
421,8013060600,BOULDER,601.83,1267.78,4738,5.0,5953,407.7,7.2,107564.0,121714.0,47620,0,0,0,0,1,0,0,1.5,2.1,97.9,73.5
422,8013060700,BOULDER,522.36,1267.78,2479,5.0,3177,820.9,4.7,104978.0,133199.0,57477,0,0,0,0,1,0,0,1.1,1.1,98.9,69.8
423,8013013005,BOULDER,860.06,1267.78,2606,4.3,3483,4644.0,9.4,80331.0,103419.0,42249,0,0,0,0,1,0,0,1.9,5.0,95.0,57.4
424,8013012508,BOULDER,820.65,1267.78,2856,3.1,3340,2474.1,15.3,79375.0,109273.0,43839,0,1,0,0,1,0,1,1.5,3.0,97.0,66.2
425,8013012605,BOULDER,2498.16,1267.78,1595,2.5,1693,3527.1,40.3,38077.0,52609.0,22860,0,0,0,0,1,0,1,0.0,0.0,100.0,79.7
426,8013013004,BOULDER,352.27,1267.78,2608,4.5,3725,4775.6,3.6,123017.0,151280.0,53013,0,0,0,0,1,0,0,0.0,0.0,100.0,77.9
427,8013012401,BOULDER,1113.54,1267.78,5926,2.2,6128,14251.2,63.4,19913.0,57419.0,19535,0,1,0,1,1,0,1,0.0,0.0,100.0,78.4
429,8013012202,BOULDER,1390.68,1267.78,5784,2.7,6020,9555.6,42.9,38032.0,58411.0,31021,0,0,0,0,1,0,1,0.3,2.6,97.4,71.3
430,8013012102,BOULDER,550.95,1267.78,6008,4.2,7359,6629.7,9.3,73477.0,121975.0,50843,0,0,0,0,1,0,0,0.1,1.3,98.7,77.2
431,8013012105,BOULDER,1203.3,1267.78,4286,4.4,5614,5847.9,8.2,80813.0,101322.0,43558,0,0,0,0,1,0,0,4.4,9.9,90.1,62.1
432,8013012104,BOULDER,381.09,1267.78,1853,5.6,2484,2388.5,9.7,107991.0,134221.0,56716,0,0,0,0,1,0,0,0.4,1.0,99.0,87.0
433,8013012904,BOULDER,433.22,1267.78,4561,5.1,5663,4641.8,4.1,91827.0,115794.0,50460,0,0,0,0,1,0,0,0.3,1.0,99.1,67.6
434,8013012707,BOULDER,724.97,1267.78,2015,4.3,2536,215.6,18.1,93864.0,142586.0,41909,0,0,0,0,0,1,0,3.8,11.5,88.5,43.7
435,8013012905,BOULDER,1710.32,1267.78,2166,5.8,2714,5321.6,14.6,56779.0,66094.0,31674,0,1,0,0,1,0,1,4.9,8.9,91.1,47.2
436,8013012103,BOULDER,404.83,1267.78,3210,4.9,3950,4438.2,8.4,89455.0,138653.0,58688,0,0,0,0,1,0,0,2.0,3.6,96.5,77.3
437,8013012800,BOULDER,671.21,1267.78,8601,4.6,12041,791.7,4.3,117180.0,139847.0,46736,0,0,0,0,1,0,0,0.9,2.0,98.0,64.7
438,8123001412,WELD,1528.18,1267.78,2012,7.7,2710,1335.0,10.2,90156.0,91953.0,34455,0,0,0,0,1,0,0,1.4,3.1,96.9,37.3
439,8123001407,WELD,1084.59,1267.78,1905,5.4,2566,1666.2,1.1,101450.0,126445.0,45329,0,0,0,0,1,0,0,0.0,1.2,98.8,46.8
440,8123001408,WELD,1214.75,1267.78,1625,9.3,2101,1680.8,8.7,71927.0,97103.0,34926,0,0,0,0,1,0,0,2.0,4.9,95.1,33.6
441,8123001405,WELD,1312.25,1267.78,3092,5.3,4314,2934.7,2.8,67851.0,77103.0,27642,0,0,0,0,1,0,0,3.7,9.4,90.6,22.8
442,8123001406,WELD,1695.21,1267.78,4144,7.1,5593,1948.8,7.2,76225.0,93043.0,36109,0,0,0,0,1,0,0,3.4,7.8,92.2,33.8
443,8123001414,WELD,1171.13,1267.78,1626,7.1,2218,4107.4,7.0,80531.0,93444.0,34007,0,0,0,0,1,0,0,2.1,6.4,93.6,25.4
444,8123001003,WELD,2910.64,1267.78,2920,7.6,4968,9741.2,34.0,35364.0,38581.0,13684,0,1,0,0,1,0,1,16.4,32.2,67.8,7.9
445,8123002207,WELD,1082.87,1267.78,1993,6.1,3062,543.9,8.9,90670.0,97190.0,31550,0,0,0,0,0,1,0,1.4,2.7,97.3,39.7
446,8123002009,WELD,652.1,1267.78,1182,7.8,1414,85.7,4.9,91250.0,117929.0,46853,0,0,0,0,0,1,0,1.2,5.6,94.4,36.9
447,8123001908,WELD,2512.9,1267.78,1930,9.1,2668,90.4,4.8,48304.0,71746.0,27978,0,0,0,0,0,1,0,13.3,21.5,78.5,9.1
448,8123002010,WELD,1111.35,1267.78,1854,5.6,2599,166.0,15.4,59031.0,70951.0,25937,1,1,1,0,1,0,1,3.0,11.3,88.7,29.7
449,8123001906,WELD,1468.46,1267.78,1268,7.6,1672,97.5,4.8,62600.0,85371.0,31660,0,0,0,0,0,1,1,7.7,21.2,78.8,14.7
450,8123002103,WELD,892.13,1267.78,6950,7.5,9367,116.5,3.7,95141.0,108483.0,39729,0,0,0,0,0,1,0,0.5,4.1,95.9,34.5
451,8123001410,WELD,1149.31,1267.78,2690,10.2,3414,2868.9,3.7,65364.0,86429.0,35099,0,0,0,0,1,0,0,3.0,10.1,89.8,42.7
452,8123002208,WELD,1496.86,1267.78,3859,6.6,5439,138.6,2.3,93000.0,104190.0,36429,0,0,0,0,0,1,0,0.7,3.5,96.5,36.6
453,8123001417,WELD,2386.36,1267.78,1913,8.0,2800,4117.6,13.9,56719.0,69966.0,23020,0,0,0,0,1,0,0,5.5,14.7,85.3,20.2
454,8123001416,WELD,1335.19,1267.78,1995,7.8,2482,408.2,4.3,98205.0,128717.0,53044,0,0,0,0,0,1,0,2.0,4.9,95.0,43.7
455,8123001005,WELD,2808.68,1267.78,5057,6.0,7248,2338.1,20.4,54442.0,69224.0,23334,1,1,1,0,1,0,1,5.5,17.4,82.6,16.0
456,8123001004,WELD,3775.35,1267.78,3098,6.4,4380,2607.1,21.3,42222.0,49415.0,17873,1,1,1,1,1,0,1,12.4,29.7,70.3,8.8
457,8123000705,WELD,971.01,1267.78,1239,9.8,1513,45.8,5.5,58300.0,61829.0,25486,0,0,0,0,0,1,1,12.4,18.5,81.6,16.5
458,8123000800,WELD,4064.62,1267.78,2959,4.8,3127,4467.1,43.2,29279.0,55376.0,25219,0,1,0,0,1,0,1,10.7,21.9,78.0,21.9
459,8123000200,WELD,2585.8,1267.78,3607,2.2,3924,11541.2,51.6,25774.0,35103.0,9417,0,1,0,0,1,0,1,18.8,24.9,75.1,21.4
460,8123000100,WELD,3958.58,1267.78,2093,8.7,2628,4531.0,34.8,21542.0,28056.0,14844,0,0,0,0,1,0,1,16.6,34.0,66.0,9.8
462,8123000900,WELD,2329.12,1267.78,2215,6.6,3307,5701.7,16.1,55188.0,63459.0,21472,0,1,0,0,1,0,1,0.8,4.8,95.2,28.7
463,8123000402,WELD,2488.83,1267.78,2894,5.5,3961,6287.3,17.5,52440.0,61373.0,21881,0,1,0,0,1,0,1,6.7,14.8,85.3,22.4
464,8123001202,WELD,2487.48,1267.78,2085,9.5,2720,4771.9,4.9,57036.0,72680.0,30235,0,0,0,0,1,0,0,4.5,12.4,87.5,35.5
465,8123001300,WELD,2762.97,1267.78,5568,8.2,8044,4419.8,21.0,40610.0,48068.0,15734,1,1,1,0,1,0,1,15.5,29.3,70.7,13.8
466,8123001201,WELD,2319.94,1267.78,2929,6.4,4029,6946.6,23.1,36752.0,45859.0,19725,0,1,0,0,1,0,1,5.4,15.8,84.2,25.3
467,8123000502,WELD,4215.98,1267.78,2460,7.5,3548,6823.1,27.0,40602.0,43856.0,16546,0,1,0,0,1,0,1,15.1,37.1,63.0,8.5
468,8123000401,WELD,1173.04,1267.78,2832,6.4,3256,4718.8,18.7,63804.0,71245.0,31307,0,1,0,0,1,0,1,6.1,8.8,91.2,39.7
469,8123001100,WELD,2064.23,1267.78,3432,8.5,4413,4549.5,13.5,52941.0,58190.0,25532,0,1,0,1,1,0,1,5.0,11.9,88.0,21.0
470,8123001800,WELD,1165.16,1267.78,3240,7.3,4344,34.8,10.4,67000.0,91914.0,32120,0,0,0,0,0,1,0,5.1,11.3,88.7,18.7
471,8123000600,WELD,3406.8,1267.78,1761,5.6,2147,1179.7,25.6,30707.0,38476.0,13339,1,1,1,0,1,0,1,14.2,39.6,60.4,4.4
472,8123001700,WELD,1411.61,1267.78,4093,7.8,5482,83.4,14.3,54016.0,74570.0,25762,0,0,0,0,0,1,1,8.3,18.0,81.9,16.1
473,8123001404,WELD,1532.82,1267.78,2451,7.9,3195,465.7,19.1,67647.0,74281.0,25353,0,0,0,0,1,0,0,10.5,18.3,81.7,18.5
474,8123002502,WELD,755.23,1267.78,4602,8.4,6288,11.9,17.2,57604.0,75249.0,28607,0,0,0,0,0,1,0,2.4,9.4,90.6,14.3
475,8123001902,WELD,1585.09,1267.78,5306,7.0,7413,124.7,10.8,64583.0,72186.0,24439,0,0,0,0,0,1,0,11.7,22.8,77.2,14.3
476,8123001500,WELD,1318.7,1267.78,5399,7.3,7207,110.1,8.2,76136.0,77802.0,27620,0,0,0,0,1,0,0,2.4,12.2,87.9,25.9
477,8123002300,WELD,946.12,1267.78,4016,7.8,5351,47.7,11.5,60529.0,74521.0,28578,0,0,0,0,0,1,0,7.2,16.3,83.7,18.8
478,8123000701,WELD,3673.6,1267.78,1157,8.5,1650,1309.5,28.1,45104.0,50835.0,17768,0,1,0,0,1,0,1,19.6,36.0,64.0,8.6
479,8123001600,WELD,1003.08,1267.78,3494,6.9,4840,52.1,6.7,73125.0,86193.0,30426,0,0,0,0,0,1,0,2.9,14.4,85.6,22.6
480,8123002501,WELD,847.57,1267.78,4026,6.8,5218,2.1,14.1,63353.0,83901.0,32262,0,0,0,0,0,1,0,2.7,8.4,91.5,27.8
481,8123000501,WELD,3108.29,1267.78,2155,9.5,3473,9139.5,38.7,31031.0,42167.0,13025,0,1,0,0,1,0,1,25.8,37.5,62.5,4.7
482,8123002013,WELD,867.12,1267.78,2053,6.0,3148,1052.8,1.2,103427.0,109472.0,34344,0,0,0,0,1,0,0,0.4,2.6,97.4,42.5
483,8123002012,WELD,1467.45,1267.78,888,7.0,1232,392.4,0.0,112083.0,112242.0,37683,0,0,0,0,1,0,0,0.0,4.0,96.0,34.5
484,8121924200,WASHINGTON,1209.01,1267.78,2261,8.9,2870,3.8,10.8,52169.0,58569.0,23780,0,0,0,0,0,1,1,2.1,7.2,92.7,14.5
485,8123002006,WELD,856.17,1267.78,249,8.4,286,18.6,6.6,80278.0,103321.0,47826,0,0,0,0,0,1,0,0.0,2.6,97.4,30.2
486,8123002102,WELD,1035.52,1267.78,9571,7.0,12967,463.4,1.6,84920.0,98531.0,35320,0,0,0,0,0,1,0,1.2,4.7,95.3,32.6
487,8123002101,WELD,1417.07,1267.78,6002,6.2,8261,191.4,6.5,78146.0,80236.0,28359,0,0,0,0,0,1,0,3.9,10.1,89.9,20.6
488,8123002210,WELD,1060.37,1267.78,735,6.4,1079,138.5,0.5,112500.0,124125.0,39962,0,0,0,0,0,1,0,3.8,6.1,93.9,46.2
489,8123002209,WELD,965.77,1267.78,1215,7.8,1662,104.8,3.5,98098.0,149773.0,59163,0,0,0,0,1,0,0,0.8,3.0,97.0,45.7
490,8123002206,WELD,1733.61,1267.78,2522,7.2,3352,2043.9,4.7,62963.0,81223.0,33975,0,0,0,0,1,0,0,0.0,0.0,100.0,28.4
491,8123002205,WELD,1475.2,1267.78,3684,6.7,5157,5316.5,9.3,68833.0,82784.0,30608,0,0,0,0,1,0,0,1.2,3.5,96.5,31.9
492,8014030200,BROOMFIELD,1466.13,1267.78,1529,4.8,1901,1920.2,6.0,73942.0,77463.0,34619,0,0,0,0,1,0,0,0.0,4.2,95.8,49.4
493,8014031100,BROOMFIELD,844.64,1267.78,4281,4.2,4655,838.7,10.9,64954.0,73886.0,43195,0,0,0,0,1,0,0,0.2,2.6,97.4,56.5
494,8014031300,BROOMFIELD,431.13,1267.78,1839,7.6,2649,650.9,1.3,166429.0,208509.0,73827,0,0,0,0,1,0,0,0.8,2.3,97.7,71.7
495,8014031400,BROOMFIELD,620.18,1267.78,3540,9.2,4711,520.0,4.7,111836.0,130882.0,50247,0,0,0,0,1,0,0,0.2,1.5,98.6,67.3
496,8014030600,BROOMFIELD,1666.4,1267.78,4611,8.9,6282,6410.2,3.0,76659.0,87297.0,29591,0,0,0,0,1,0,0,4.7,11.5,88.5,37.8
497,8014030900,BROOMFIELD,816.72,1267.78,4405,7.9,5904,2866.0,1.3,100801.0,131212.0,50421,0,0,0,0,1,0,0,0.6,2.0,98.0,56.6
498,8014030800,BROOMFIELD,1195.61,1267.78,4043,7.1,5665,5722.2,8.9,85078.0,98171.0,33542,0,0,0,0,1,0,0,5.0,7.0,93.0,46.5
499,8014031000,BROOMFIELD,542.2,1267.78,3955,8.2,5567,4315.5,3.6,110455.0,134963.0,52040,0,0,0,0,1,0,0,0.3,0.7,99.3,61.0
500,8123002204,WELD,1048.69,1267.78,1486,7.9,2098,2797.3,5.0,88235.0,96660.0,37188,0,0,0,0,1,0,0,0.0,2.2,97.8,53.7
501,8123002203,WELD,569.53,1267.78,1246,6.3,1884,246.6,2.1,97969.0,139039.0,45474,0,0,0,0,1,0,0,2.6,7.1,92.9,42.0
502,8123002014,WELD,1375.88,1267.78,1317,7.4,1613,1753.3,7.3,70945.0,77463.0,34630,0,0,0,0,1,0,0,0.8,4.3,95.8,25.7
503,8123002017,WELD,1343.15,1267.78,469,7.2,625,258.3,3.5,141719.0,166964.0,60064,0,0,0,0,0,1,0,0.9,3.4,96.6,39.1
