OBJECTID,Census_Tract_FIPS,Census_Tract_Name,County_Name,Adult_Population_Age18_and_over,Health_Statistics_Region,Diabetes_Census_Tract_Estimate,Diabetes_Estimate_Confidence_Interval,Diabetes_Map_Symbol_withinHSR,Diabetes_County_Regional_Estimate,Diabetes_Map_Symbol_State,Diabetes_State_Estimate
1148,8005005622,"Census Tract 56.22, Arapahoe County, Colorado",Arapahoe,1859,15,7.8,95% C.I.: 7.6 - 8,Highest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1149,8005005611,"Census Tract 56.11, Arapahoe County, Colorado",Arapahoe,3940,15,7.6,95% C.I.: 7.3 - 7.9,Fourth Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1150,8005007400,"Census Tract 74, Arapahoe County, Colorado",Arapahoe,3803,15,6.6,95% C.I.: 6.3 - 7,Second Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1151,8005005553,"Census Tract 55.53, Arapahoe County, Colorado",Arapahoe,2996,15,6.2,95% C.I.: 6 - 6.5,Second Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1152,8005005626,"Census Tract 56.26, Arapahoe County, Colorado",Arapahoe,2913,15,7.5,95% C.I.: 7.2 - 7.7,Fourth Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1153,8005007600,"Census Tract 76, Arapahoe County, Colorado",Arapahoe,2721,15,8,95% C.I.: 7.5 - 8.5,Highest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1154,8041000202,"Census Tract 2.02, El Paso County, Colorado",El Paso,3522,4,7.4,95% C.I.: 7.2 - 7.7,Middle Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1155,8041007900,"Census Tract 79, El Paso County, Colorado",El Paso,2255,4,11.4,95% C.I.: 11 - 11.7,Highest Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1156,8041000102,"Census Tract 1.02, El Paso County, Colorado",El Paso,2855,4,7.7,95% C.I.: 7.4 - 7.9,Fourth Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1157,8041004701,"Census Tract 47.01, El Paso County, Colorado",El Paso,3989,4,7,95% C.I.: 6.7 - 7.3,Second Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1158,8041005501,"Census Tract 55.01, El Paso County, Colorado",El Paso,3645,4,7.7,95% C.I.: 7.5 - 8,Fourth Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1159,8041004901,"Census Tract 49.01, El Paso County, Colorado",El Paso,2815,4,6.2,95% C.I.: 5.9 - 6.5,Lowest Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1160,8041004902,"Census Tract 49.02, El Paso County, Colorado",El Paso,4677,4,8,95% C.I.: 7.8 - 8.3,Fourth Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1161,8041004501,"Census Tract 45.01, El Paso County, Colorado",El Paso,3324,4,6.9,95% C.I.: 6.6 - 7.3,Second Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1162,8041004008,"Census Tract 40.08, El Paso County, Colorado",El Paso,1873,4,3.8,95% C.I.: 3.6 - 4,Lowest Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1163,8041007000,"Census Tract 70, El Paso County, Colorado",El Paso,3039,4,6.9,95% C.I.: 6.7 - 7.2,Second Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1164,8041003702,"Census Tract 37.02, El Paso County, Colorado",El Paso,3972,4,9,95% C.I.: 8.8 - 9.3,Highest Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1165,8041002800,"Census Tract 28, El Paso County, Colorado",El Paso,4772,4,7.9,95% C.I.: 7.6 - 8.3,Fourth Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1166,8041001301,"Census Tract 13.01, El Paso County, Colorado",El Paso,1894,4,7.9,95% C.I.: 7.5 - 8.2,Fourth Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1167,8041003902,"Census Tract 39.02, El Paso County, Colorado",El Paso,8358,4,6.9,95% C.I.: 6.7 - 7.2,Second Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1168,8041007300,"Census Tract 73, El Paso County, Colorado",El Paso,7324,4,7.4,95% C.I.: 7.2 - 7.7,Middle Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1169,8005083700,"Census Tract 837, Arapahoe County, Colorado",Arapahoe,3342,15,8.6,95% C.I.: 8.2 - 8.9,Highest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1170,8005086100,"Census Tract 861, Arapahoe County, Colorado",Arapahoe,3257,15,6.2,95% C.I.: 5.9 - 6.4,Lowest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1171,8005007107,"Census Tract 71.07, Arapahoe County, Colorado",Arapahoe,5618,15,6.2,95% C.I.: 6 - 6.4,Second Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1172,8005085100,"Census Tract 851, Arapahoe County, Colorado",Arapahoe,4656,15,7.5,95% C.I.: 7.2 - 7.9,Fourth Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1173,8005085600,"Census Tract 856, Arapahoe County, Colorado",Arapahoe,2316,15,6.6,95% C.I.: 6.4 - 6.9,Second Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1174,8005085500,"Census Tract 855, Arapahoe County, Colorado",Arapahoe,4197,15,7,95% C.I.: 6.7 - 7.3,Middle Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1175,8005087000,"Census Tract 870, Arapahoe County, Colorado",Arapahoe,4270,15,5.7,95% C.I.: 5.5 - 6,Lowest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1176,8005086800,"Census Tract 868, Arapahoe County, Colorado",Arapahoe,5571,15,6.1,95% C.I.: 5.8 - 6.4,Lowest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1177,8005005551,"Census Tract 55.51, Arapahoe County, Colorado",Arapahoe,2761,15,6.7,95% C.I.: 6.4 - 7.1,Second Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1178,8005007702,"Census Tract 77.02, Arapahoe County, Colorado",Arapahoe,3220,15,6.9,95% C.I.: 6.6 - 7.2,Middle Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1179,8005080100,"Census Tract 801, Arapahoe County, Colorado",Arapahoe,3407,15,8,95% C.I.: 7.6 - 8.4,Highest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1180,8005084800,"Census Tract 848, Arapahoe County, Colorado",Arapahoe,2547,15,5.4,95% C.I.: 5.2 - 5.6,Lowest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1181,8005007101,"Census Tract 71.01, Arapahoe County, Colorado",Arapahoe,3975,15,7.4,95% C.I.: 7.1 - 7.7,Fourth Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1182,8005081900,"Census Tract 819, Arapahoe County, Colorado",Arapahoe,4826,15,8.3,95% C.I.: 7.9 - 8.7,Highest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1183,8005082000,"Census Tract 820, Arapahoe County, Colorado",Arapahoe,3006,15,5.8,95% C.I.: 5.5 - 6.2,Lowest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1184,8005081400,"Census Tract 814, Arapahoe County, Colorado",Arapahoe,3363,15,9,95% C.I.: 8.6 - 9.3,Highest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1185,8005007202,"Census Tract 72.02, Arapahoe County, Colorado",Arapahoe,2793,15,6.6,95% C.I.: 6.3 - 7,Second Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1186,8041007500,"Census Tract 75, El Paso County, Colorado",El Paso,6410,4,7.7,95% C.I.: 7.5 - 8,Fourth Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1187,8041003909,"Census Tract 39.09, El Paso County, Colorado",El Paso,5125,4,7.2,95% C.I.: 7 - 7.4,Middle Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1188,8041002300,"Census Tract 23, El Paso County, Colorado",El Paso,1605,4,8.6,95% C.I.: 8.3 - 9,Highest Quintile,County/Regional Estimate 7.3% (95% C.I.: 6.5 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1189,8005087200,"Census Tract 872, Arapahoe County, Colorado",Arapahoe,3525,15,5.6,95% C.I.: 5.3 - 5.8,Lowest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1190,8005085000,"Census Tract 850, Arapahoe County, Colorado",Arapahoe,1235,15,7,95% C.I.: 6.7 - 7.3,Middle Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1191,8005083800,"Census Tract 838, Arapahoe County, Colorado",Arapahoe,2339,15,7.6,95% C.I.: 7.3 - 7.9,Highest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1192,8005007105,"Census Tract 71.05, Arapahoe County, Colorado",Arapahoe,3718,15,7,95% C.I.: 6.7 - 7.3,Middle Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1193,8005007104,"Census Tract 71.04, Arapahoe County, Colorado",Arapahoe,3672,15,5.1,95% C.I.: 4.9 - 5.4,Lowest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1194,8005086000,"Census Tract 860, Arapahoe County, Colorado",Arapahoe,5359,15,6,95% C.I.: 5.7 - 6.2,Lowest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1195,8005007106,"Census Tract 71.06, Arapahoe County, Colorado",Arapahoe,3945,15,5.8,95% C.I.: 5.6 - 6.1,Lowest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1196,8005083100,"Census Tract 831, Arapahoe County, Colorado",Arapahoe,4921,15,6.4,95% C.I.: 6.1 - 6.7,Second Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1197,8005080600,"Census Tract 806, Arapahoe County, Colorado",Arapahoe,2762,15,7.3,95% C.I.: 7 - 7.6,Fourth Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1198,8005007302,"Census Tract 73.02, Arapahoe County, Colorado",Arapahoe,3582,15,6.9,95% C.I.: 6.5 - 7.3,Middle Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1199,8005080000,"Census Tract 800, Arapahoe County, Colorado",Arapahoe,2445,15,7.5,95% C.I.: 7.2 - 7.8,Fourth Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1200,8005006854,"Census Tract 68.54, Arapahoe County, Colorado",Arapahoe,2264,15,6.4,95% C.I.: 6.1 - 6.6,Second Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1201,8005007201,"Census Tract 72.01, Arapahoe County, Colorado",Arapahoe,2990,15,7.2,95% C.I.: 6.8 - 7.6,Fourth Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1202,8005083600,"Census Tract 836, Arapahoe County, Colorado",Arapahoe,2769,15,6.8,95% C.I.: 6.5 - 7.1,Middle Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1203,8005086600,"Census Tract 866, Arapahoe County, Colorado",Arapahoe,4981,15,8.9,95% C.I.: 8.7 - 9.2,Highest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1204,8005085300,"Census Tract 853, Arapahoe County, Colorado",Arapahoe,1928,15,6.8,95% C.I.: 6.6 - 7.1,Middle Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1205,8005085200,"Census Tract 852, Arapahoe County, Colorado",Arapahoe,2190,15,7.4,95% C.I.: 7.2 - 7.7,Fourth Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1206,8005086500,"Census Tract 865, Arapahoe County, Colorado",Arapahoe,3860,15,6.2,95% C.I.: 6 - 6.5,Second Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1207,8005086300,"Census Tract 863, Arapahoe County, Colorado",Arapahoe,3529,15,5.9,95% C.I.: 5.7 - 6.2,Lowest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1208,8005006856,"Census Tract 68.56, Arapahoe County, Colorado",Arapahoe,6793,15,5,95% C.I.: 4.8 - 5.2,Lowest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1209,8005006857,"Census Tract 68.57, Arapahoe County, Colorado",Arapahoe,1732,15,7.9,95% C.I.: 7.7 - 8.2,Highest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1210,8005006501,"Census Tract 65.01, Arapahoe County, Colorado",Arapahoe,2007,15,5,95% C.I.: 4.8 - 5.2,Lowest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1211,8005005623,"Census Tract 56.23, Arapahoe County, Colorado",Arapahoe,3326,15,7.1,95% C.I.: 6.9 - 7.4,Middle Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1212,8005006713,"Census Tract 67.13, Arapahoe County, Colorado",Arapahoe,1363,15,4.2,95% C.I.: 4 - 4.4,Lowest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1213,8005006858,"Census Tract 68.58, Arapahoe County, Colorado",Arapahoe,4123,15,6.2,95% C.I.: 5.9 - 6.5,Second Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1214,8005005635,"Census Tract 56.35, Arapahoe County, Colorado",Arapahoe,4018,15,8.2,95% C.I.: 7.9 - 8.5,Highest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1215,8005006712,"Census Tract 67.12, Arapahoe County, Colorado",Arapahoe,1090,15,8.7,95% C.I.: 8.4 - 9,Highest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1216,8005005636,"Census Tract 56.36, Arapahoe County, Colorado",Arapahoe,1328,15,8.1,95% C.I.: 7.9 - 8.4,Highest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1217,8005004951,"Census Tract 49.51, Arapahoe County, Colorado",Arapahoe,2181,15,3.2,95% C.I.: 3 - 3.4,Lowest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1218,8005004952,"Census Tract 49.52, Arapahoe County, Colorado",Arapahoe,2521,15,4.9,95% C.I.: 4.6 - 5.1,Lowest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Lowest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1219,8005082700,"Census Tract 827, Arapahoe County, Colorado",Arapahoe,2820,15,6.8,95% C.I.: 6.5 - 7.2,Middle Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1220,8005082200,"Census Tract 822, Arapahoe County, Colorado",Arapahoe,4722,15,6.1,95% C.I.: 5.8 - 6.4,Lowest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1221,8005082500,"Census Tract 825, Arapahoe County, Colorado",Arapahoe,1736,15,6.9,95% C.I.: 6.6 - 7.2,Middle Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1222,8005081500,"Census Tract 815, Arapahoe County, Colorado",Arapahoe,3026,15,13.1,95% C.I.: 12.7 - 13.5,Highest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1223,8005006502,"Census Tract 65.02, Arapahoe County, Colorado",Arapahoe,2887,15,5.5,95% C.I.: 5.3 - 5.7,Lowest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1224,8005005552,"Census Tract 55.52, Arapahoe County, Colorado",Arapahoe,1957,15,7,95% C.I.: 6.6 - 7.3,Middle Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1225,8005007704,"Census Tract 77.04, Arapahoe County, Colorado",Arapahoe,3637,15,7.1,95% C.I.: 6.8 - 7.5,Middle Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1226,8005084100,"Census Tract 841, Arapahoe County, Colorado",Arapahoe,3320,15,6.1,95% C.I.: 5.9 - 6.4,Lowest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1227,8005084500,"Census Tract 845, Arapahoe County, Colorado",Arapahoe,2351,15,6.6,95% C.I.: 6.3 - 6.9,Second Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1228,8005005634,"Census Tract 56.34, Arapahoe County, Colorado",Arapahoe,2808,15,9.3,95% C.I.: 9 - 9.6,Highest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Highest Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1229,8005084900,"Census Tract 849, Arapahoe County, Colorado",Arapahoe,2712,15,7,95% C.I.: 6.7 - 7.3,Middle Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1230,8005081100,"Census Tract 811, Arapahoe County, Colorado",Arapahoe,4477,15,7.1,95% C.I.: 6.7 - 7.5,Middle Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1231,8005081200,"Census Tract 812, Arapahoe County, Colorado",Arapahoe,3477,15,7.7,95% C.I.: 7.3 - 8.1,Highest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1232,8005084700,"Census Tract 847, Arapahoe County, Colorado",Arapahoe,3468,15,6.7,95% C.I.: 6.4 - 7,Second Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1233,8005084200,"Census Tract 842, Arapahoe County, Colorado",Arapahoe,2745,15,5.7,95% C.I.: 5.4 - 5.9,Lowest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1234,8005084300,"Census Tract 843, Arapahoe County, Colorado",Arapahoe,2743,15,6.2,95% C.I.: 5.9 - 6.4,Lowest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1235,8005085800,"Census Tract 858, Arapahoe County, Colorado",Arapahoe,1327,15,6.8,95% C.I.: 6.6 - 7.1,Second Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1236,8005083400,"Census Tract 834, Arapahoe County, Colorado",Arapahoe,5206,15,6.9,95% C.I.: 6.6 - 7.2,Middle Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1237,8005081300,"Census Tract 813, Arapahoe County, Colorado",Arapahoe,2443,15,6.9,95% C.I.: 6.6 - 7.3,Middle Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1238,8005085400,"Census Tract 854, Arapahoe County, Colorado",Arapahoe,3354,15,6.9,95% C.I.: 6.6 - 7.2,Middle Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1239,8005086200,"Census Tract 862, Arapahoe County, Colorado",Arapahoe,4683,15,6.2,95% C.I.: 6 - 6.5,Second Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1240,8005085700,"Census Tract 857, Arapahoe County, Colorado",Arapahoe,3500,15,5.9,95% C.I.: 5.6 - 6.2,Lowest Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Second Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1241,8005083300,"Census Tract 833, Arapahoe County, Colorado",Arapahoe,3594,15,7.5,95% C.I.: 7.2 - 7.8,Fourth Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Fourth Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1242,8005084000,"Census Tract 840, Arapahoe County, Colorado",Arapahoe,1925,15,6.6,95% C.I.: 6.3 - 7,Second Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
1243,8005007703,"Census Tract 77.03, Arapahoe County, Colorado",Arapahoe,3571,15,6.9,95% C.I.: 6.6 - 7.2,Middle Quintile,County/Regional Estimate 7.1% (95% C.I.: 6.2 - 8.1),Middle Quintile,State Estimate 7.0% (95% C.I.: 6.8 - 7.3)
