OBJECTID,FIPS,Tract_Name,Tract_FIPS,County,Population_Total,Population_Density_PerLandSquareMile,Education_Population_AgeOver24,Percent_Education_Population_AgeOver24_LessThan9th,Percent_Education_Population_AgeOver24_NoHSDiploma,Percent_Education_Population_AgeOver24_HSD_Higher,Percent_Education_Population_AgeOver24_Bachelors_Higher
427,8013012605,"Census Tract 126.05, Boulder County, Colorado",8013012605,BOULDER,1693,3527.1,719,0,0,100,79.7
428,8013013004,"Census Tract 130.04, Boulder County, Colorado",8013013004,BOULDER,3725,4775.6,2401,0,0,100,77.9
429,8013012401,"Census Tract 124.01, Boulder County, Colorado",8013012401,BOULDER,6128,14251.2,1103,0,0,100,78.4
430,8013012300,"Census Tract 123, Boulder County, Colorado",8013012300,BOULDER,7038,12796.4,1034,2.2,2.2,97.8,93.3
431,8013012202,"Census Tract 122.02, Boulder County, Colorado",8013012202,BOULDER,6020,9555.6,2950,0.3,2.6,97.4,71.3
432,8013012102,"Census Tract 121.02, Boulder County, Colorado",8013012102,BOULDER,7359,6629.7,5371,0.1,1.3,98.7,77.2
433,8013012105,"Census Tract 121.05, Boulder County, Colorado",8013012105,BOULDER,5614,5847.9,4115,4.4,9.9,90.1,62.1
434,8013012104,"Census Tract 121.04, Boulder County, Colorado",8013012104,BOULDER,2484,2388.5,1798,0.4,1,99,87
435,8013012904,"Census Tract 129.04, Boulder County, Colorado",8013012904,BOULDER,5663,4641.8,4249,0.3,1,99.1,67.6
436,8013012707,"Census Tract 127.07, Boulder County, Colorado",8013012707,BOULDER,2536,215.6,1740,3.8,11.5,88.5,43.7
437,8013012905,"Census Tract 129.05, Boulder County, Colorado",8013012905,BOULDER,2714,5321.6,2024,4.9,8.9,91.1,47.2
438,8013012103,"Census Tract 121.03, Boulder County, Colorado",8013012103,BOULDER,3950,4438.2,2820,2,3.6,96.5,77.3
439,8013012800,"Census Tract 128, Boulder County, Colorado",8013012800,BOULDER,12041,791.7,7810,0.9,2,98,64.7
440,8123001412,"Census Tract 14.12, Weld County, Colorado",8123001412,WELD,2710,1335,1801,1.4,3.1,96.9,37.3
441,8123001407,"Census Tract 14.07, Weld County, Colorado",8123001407,WELD,2566,1666.2,1623,0,1.2,98.8,46.8
442,8123001408,"Census Tract 14.08, Weld County, Colorado",8123001408,WELD,2101,1680.8,1504,2,4.9,95.1,33.6
443,8123001405,"Census Tract 14.05, Weld County, Colorado",8123001405,WELD,4314,2934.7,2764,3.7,9.4,90.6,22.8
444,8123001406,"Census Tract 14.06, Weld County, Colorado",8123001406,WELD,5593,1948.8,3716,3.4,7.8,92.2,33.8
445,8123001414,"Census Tract 14.14, Weld County, Colorado",8123001414,WELD,2218,4107.4,1511,2.1,6.4,93.6,25.4
446,8123001003,"Census Tract 10.03, Weld County, Colorado",8123001003,WELD,4968,9741.2,2366,16.4,32.2,67.8,7.9
447,8123002207,"Census Tract 22.07, Weld County, Colorado",8123002207,WELD,3062,543.9,1826,1.4,2.7,97.3,39.7
448,8123002009,"Census Tract 20.09, Weld County, Colorado",8123002009,WELD,1414,85.7,1129,1.2,5.6,94.4,36.9
449,8123001908,"Census Tract 19.08, Weld County, Colorado",8123001908,WELD,2668,90.4,1750,13.3,21.5,78.5,9.1
450,8123002010,"Census Tract 20.10, Weld County, Colorado",8123002010,WELD,2599,166,1629,3,11.3,88.7,29.7
451,8123001906,"Census Tract 19.06, Weld County, Colorado",8123001906,WELD,1672,97.5,1180,7.7,21.2,78.8,14.7
452,8123002103,"Census Tract 21.03, Weld County, Colorado",8123002103,WELD,9367,116.5,6585,0.5,4.1,95.9,34.5
453,8123001410,"Census Tract 14.10, Weld County, Colorado",8123001410,WELD,3414,2868.9,2559,3,10.1,89.8,42.7
454,8123002208,"Census Tract 22.08, Weld County, Colorado",8123002208,WELD,5439,138.6,3697,0.7,3.5,96.5,36.6
455,8123001417,"Census Tract 14.17, Weld County, Colorado",8123001417,WELD,2800,4117.6,1703,5.5,14.7,85.3,20.2
456,8123001416,"Census Tract 14.16, Weld County, Colorado",8123001416,WELD,2482,408.2,1874,2,4.9,95,43.7
457,8123001005,"Census Tract 10.05, Weld County, Colorado",8123001005,WELD,7248,2338.1,4325,5.5,17.4,82.6,16
458,8123001004,"Census Tract 10.04, Weld County, Colorado",8123001004,WELD,4380,2607.1,2682,12.4,29.7,70.3,8.8
459,8123000705,"Census Tract 7.05, Weld County, Colorado",8123000705,WELD,1513,45.8,1140,12.4,18.5,81.6,16.5
460,8123000800,"Census Tract 8, Weld County, Colorado",8123000800,WELD,3127,4467.1,1471,10.7,21.9,78,21.9
461,8123000200,"Census Tract 2, Weld County, Colorado",8123000200,WELD,3924,11541.2,760,18.8,24.9,75.1,21.4
462,8123000100,"Census Tract 1, Weld County, Colorado",8123000100,WELD,2628,4531,1636,16.6,34,66,9.8
463,8123000300,"Census Tract 3, Weld County, Colorado",8123000300,WELD,2343,9762.5,31,0,0,100,48.4
464,8123000900,"Census Tract 9, Weld County, Colorado",8123000900,WELD,3307,5701.7,1929,0.8,4.8,95.2,28.7
465,8123000402,"Census Tract 4.02, Weld County, Colorado",8123000402,WELD,3961,6287.3,2285,6.7,14.8,85.3,22.4
466,8123001202,"Census Tract 12.02, Weld County, Colorado",8123001202,WELD,2720,4771.9,1914,4.5,12.4,87.5,35.5
467,8123001300,"Census Tract 13, Weld County, Colorado",8123001300,WELD,8044,4419.8,4591,15.5,29.3,70.7,13.8
468,8123001201,"Census Tract 12.01, Weld County, Colorado",8123001201,WELD,4029,6946.6,2443,5.4,15.8,84.2,25.3
469,8123000502,"Census Tract 5.02, Weld County, Colorado",8123000502,WELD,3548,6823.1,2012,15.1,37.1,63,8.5
470,8123000401,"Census Tract 4.01, Weld County, Colorado",8123000401,WELD,3256,4718.8,2123,6.1,8.8,91.2,39.7
471,8123001100,"Census Tract 11, Weld County, Colorado",8123001100,WELD,4413,4549.5,3070,5,11.9,88,21
472,8123001800,"Census Tract 18, Weld County, Colorado",8123001800,WELD,4344,34.8,2858,5.1,11.3,88.7,18.7
473,8123000600,"Census Tract 6, Weld County, Colorado",8123000600,WELD,2147,1179.7,1466,14.2,39.6,60.4,4.4
474,8123001700,"Census Tract 17, Weld County, Colorado",8123001700,WELD,5482,83.4,3576,8.3,18,81.9,16.1
475,8123001404,"Census Tract 14.04, Weld County, Colorado",8123001404,WELD,3195,465.7,2175,10.5,18.3,81.7,18.5
476,8123002502,"Census Tract 25.02, Weld County, Colorado",8123002502,WELD,6288,11.9,4326,2.4,9.4,90.6,14.3
477,8123001902,"Census Tract 19.02, Weld County, Colorado",8123001902,WELD,7413,124.7,4778,11.7,22.8,77.2,14.3
478,8123001500,"Census Tract 15, Weld County, Colorado",8123001500,WELD,7207,110.1,4803,2.4,12.2,87.9,25.9
479,8123002300,"Census Tract 23, Weld County, Colorado",8123002300,WELD,5351,47.7,3636,7.2,16.3,83.7,18.8
480,8123000701,"Census Tract 7.01, Weld County, Colorado",8123000701,WELD,1650,1309.5,925,19.6,36,64,8.6
481,8123001600,"Census Tract 16, Weld County, Colorado",8123001600,WELD,4840,52.1,3206,2.9,14.4,85.6,22.6
482,8123002501,"Census Tract 25.01, Weld County, Colorado",8123002501,WELD,5218,2.1,3655,2.7,8.4,91.5,27.8
483,8123000501,"Census Tract 5.01, Weld County, Colorado",8123000501,WELD,3473,9139.5,1784,25.8,37.5,62.5,4.7
484,8123002013,"Census Tract 20.13, Weld County, Colorado",8123002013,WELD,3148,1052.8,1895,0.4,2.6,97.4,42.5
485,8123002012,"Census Tract 20.12, Weld County, Colorado",8123002012,WELD,1232,392.4,820,0,4,96,34.5
487,8121924200,"Census Tract 9242, Washington County, Colorado",8121924200,WASHINGTON,2870,3.8,2013,2.1,7.2,92.7,14.5
488,8123002006,"Census Tract 20.06, Weld County, Colorado",8123002006,WELD,286,18.6,235,0,2.6,97.4,30.2
489,8123002102,"Census Tract 21.02, Weld County, Colorado",8123002102,WELD,12967,463.4,9054,1.2,4.7,95.3,32.6
490,8123002101,"Census Tract 21.01, Weld County, Colorado",8123002101,WELD,8261,191.4,5443,3.9,10.1,89.9,20.6
491,8123002210,"Census Tract 22.10, Weld County, Colorado",8123002210,WELD,1079,138.5,691,3.8,6.1,93.9,46.2
492,8123002209,"Census Tract 22.09, Weld County, Colorado",8123002209,WELD,1662,104.8,1162,0.8,3,97,45.7
493,8123002206,"Census Tract 22.06, Weld County, Colorado",8123002206,WELD,3352,2043.9,2377,0,0,100,28.4
494,8123002205,"Census Tract 22.05, Weld County, Colorado",8123002205,WELD,5157,5316.5,3279,1.2,3.5,96.5,31.9
496,8014030200,"Census Tract 302, Broomfield County, Colorado",8014030200,BROOMFIELD,1901,1920.2,1371,0,4.2,95.8,49.4
497,8014031100,"Census Tract 311, Broomfield County, Colorado",8014031100,BROOMFIELD,4655,838.7,3397,0.2,2.6,97.4,56.5
498,8014031300,"Census Tract 313, Broomfield County, Colorado",8014031300,BROOMFIELD,2649,650.9,1730,0.8,2.3,97.7,71.7
499,8014031400,"Census Tract 314, Broomfield County, Colorado",8014031400,BROOMFIELD,4711,520,3433,0.2,1.5,98.6,67.3
500,8014030600,"Census Tract 306, Broomfield County, Colorado",8014030600,BROOMFIELD,6282,6410.2,4207,4.7,11.5,88.5,37.8
501,8014030900,"Census Tract 309, Broomfield County, Colorado",8014030900,BROOMFIELD,5904,2866,4183,0.6,2,98,56.6
502,8014030800,"Census Tract 308, Broomfield County, Colorado",8014030800,BROOMFIELD,5665,5722.2,3562,5,7,93,46.5
503,8014031000,"Census Tract 310, Broomfield County, Colorado",8014031000,BROOMFIELD,5567,4315.5,3780,0.3,0.7,99.3,61
504,8123002204,"Census Tract 22.04, Weld County, Colorado",8123002204,WELD,2098,2797.3,1393,0,2.2,97.8,53.7
505,8123002203,"Census Tract 22.03, Weld County, Colorado",8123002203,WELD,1884,246.6,1220,2.6,7.1,92.9,42
506,8123002014,"Census Tract 20.14, Weld County, Colorado",8123002014,WELD,1613,1753.3,1183,0.8,4.3,95.8,25.7
507,8123002017,"Census Tract 20.17, Weld County, Colorado",8123002017,WELD,625,258.3,445,0.9,3.4,96.6,39.1
508,8123002011,"Census Tract 20.11, Weld County, Colorado",8123002011,WELD,1173,787.2,775,0,0,100,47.2
509,8123002015,"Census Tract 20.15, Weld County, Colorado",8123002015,WELD,1217,488.8,811,3.7,10.2,89.8,38.3
510,8123001907,"Census Tract 19.07, Weld County, Colorado",8123001907,WELD,2968,154.5,1936,13,21.3,78.7,22.3
511,8123001905,"Census Tract 19.05, Weld County, Colorado",8123001905,WELD,4633,1709.6,2671,10.6,25.1,74.9,11.7
512,8123002021,"Census Tract 20.21, Weld County, Colorado",8123002021,WELD,659,94,481,0,4.6,95.4,35.6
513,8014030500,"Census Tract 305, Broomfield County, Colorado",8014030500,BROOMFIELD,5787,3061.9,3898,1.5,3.2,96.7,66.1
515,8014030300,"Census Tract 303, Broomfield County, Colorado",8014030300,BROOMFIELD,3609,3503.9,2566,3.5,6.6,93.4,41.3
516,8014030000,"Census Tract 300, Broomfield County, Colorado",8014030000,BROOMFIELD,3725,6008.1,2516,1.9,5,94.9,38
517,8014030100,"Census Tract 301, Broomfield County, Colorado",8014030100,BROOMFIELD,2421,5764.3,1575,2,5.6,94.3,38.3
518,8014030400,"Census Tract 304, Broomfield County, Colorado",8014030400,BROOMFIELD,3908,4391,2597,0.8,3,97,55.3
519,8014031200,"Census Tract 312, Broomfield County, Colorado",8014031200,BROOMFIELD,4389,1867.7,3188,1.8,2.8,97.2,60.9
520,8014030700,"Census Tract 307, Broomfield County, Colorado",8014030700,BROOMFIELD,3110,5867.9,2052,1.8,4.3,95.8,43.9
521,8123002020,"Census Tract 20.20, Weld County, Colorado",8123002020,WELD,5500,2791.9,3402,1,2.4,97.6,39.7
522,8123002016,"Census Tract 20.16, Weld County, Colorado",8123002016,WELD,3326,567.6,2133,0.9,6.1,94,25.6
523,8123002018,"Census Tract 20.18, Weld County, Colorado",8123002018,WELD,1613,1613,1009,3.1,4.2,95.8,33
524,8123002019,"Census Tract 20.19, Weld County, Colorado",8123002019,WELD,4829,859.3,3261,1.8,3.7,96.3,35.8
525,8123002008,"Census Tract 20.08, Weld County, Colorado",8123002008,WELD,5471,3671.8,3545,0.7,2.5,97.5,59.9
526,8123002007,"Census Tract 20.07, Weld County, Colorado",8123002007,WELD,6754,1552.6,4653,2.4,4.3,95.7,53.1
527,8123002005,"Census Tract 20.05, Weld County, Colorado",8123002005,WELD,781,110.3,547,0,0,100,36
528,8123002004,"Census Tract 20.04, Weld County, Colorado",8123002004,WELD,4408,1118.8,2925,7.3,13.9,86.1,15.4
529,8123000704,"Census Tract 7.04, Weld County, Colorado",8123000704,WELD,1007,1503,544,2,14.9,85.1,13.2
530,8123000703,"Census Tract 7.03, Weld County, Colorado",8123000703,WELD,6977,3322.4,3976,18.3,31.2,68.8,9.7
531,8123001006,"Census Tract 10.06, Weld County, Colorado",8123001006,WELD,4885,4652.4,3131,2.8,17.3,82.7,13.6
532,8123001413,"Census Tract 14.13, Weld County, Colorado",8123001413,WELD,2742,4985.5,1965,3.2,7.6,92.4,33.2
533,8123001415,"Census Tract 14.15, Weld County, Colorado",8123001415,WELD,3267,3798.8,2195,0,4,96,49.1
534,8123001409,"Census Tract 14.09, Weld County, Colorado",8123001409,WELD,3271,2946.8,2110,2.3,4.7,95.3,31.7
535,8123001411,"Census Tract 14.11, Weld County, Colorado",8123001411,WELD,2448,2472.7,1748,1.1,4.6,95.4,35.5
536,8047013800,"Census Tract 138, Gilpin County, Colorado",8047013800,GILPIN,5793,38.6,4492,0.6,1.9,98,36.6
537,8031980000,"Census Tract 9800, Denver County, Colorado",8031980000,DENVER,1428,33.8,934,5.6,6.7,93.4,25.2
538,8071000800,"Census Tract 8, Las Animas County, Colorado",8071000800,LAS ANIMAS,2660,0.7,2122,4.2,9.1,91,21.1
539,8071000100,"Census Tract 1, Las Animas County, Colorado",8071000100,LAS ANIMAS,3187,10.3,2308,7,15.1,84.8,14.6
540,8071000200,"Census Tract 2, Las Animas County, Colorado",8071000200,LAS ANIMAS,2190,1386.1,1361,8.6,14,86,20.9
541,8071000300,"Census Tract 3, Las Animas County, Colorado",8071000300,LAS ANIMAS,2155,3.4,1790,2.8,10.3,89.7,24.2
542,8071000500,"Census Tract 5, Las Animas County, Colorado",8071000500,LAS ANIMAS,1808,64.3,1258,4.2,12.5,87.4,16
543,8071000400,"Census Tract 4, Las Animas County, Colorado",8071000400,LAS ANIMAS,2151,55.2,1483,8.2,15.9,84.2,25.6
544,8043979400,"Census Tract 9794, Fremont County, Colorado",8043979400,FREMONT,3198,22.7,2498,2.6,6.9,93.1,14.6
545,8043980200,"Census Tract 9802, Fremont County, Colorado",8043980200,FREMONT,2863,2863,2763,5,20.4,79.6,3.8
546,8043979100,"Census Tract 9791, Fremont County, Colorado",8043979100,FREMONT,3047,489.9,2252,1.9,5.5,94.6,22
547,8043978100,"Census Tract 9781, Fremont County, Colorado",8043978100,FREMONT,3732,22.9,2794,0.6,5,95,25.2
548,8043978200,"Census Tract 9782, Fremont County, Colorado",8043978200,FREMONT,3629,231.1,2621,3.4,8.7,91.3,14.8
549,8043980300,"Census Tract 9803, Fremont County, Colorado",8043980300,FREMONT,5568,1050.6,5246,2.2,20.1,79.9,1.8
550,8043979200,"Census Tract 9792, Fremont County, Colorado",8043979200,FREMONT,1674,17.2,1293,0.6,2.5,97.4,33.6
551,8043978800,"Census Tract 9788, Fremont County, Colorado",8043978800,FREMONT,2611,1339,1808,0,6.4,93.6,22
552,8043980100,"Census Tract 9801, Fremont County, Colorado",8043980100,FREMONT,486,1869.2,469,7.9,39.2,60.8,1.1
553,8043978600,"Census Tract 9786, Fremont County, Colorado",8043978600,FREMONT,3436,3616.8,2301,1.8,6.8,93.2,21.1
554,8043978300,"Census Tract 9783, Fremont County, Colorado",8043978300,FREMONT,5213,65.9,3706,2.2,7.7,92.3,23
555,8043978500,"Census Tract 9785, Fremont County, Colorado",8043978500,FREMONT,5273,594.5,3870,1.9,7.6,92.3,20.8
556,8043978400,"Census Tract 9784, Fremont County, Colorado",8043978400,FREMONT,2400,736.2,1859,3.1,9.7,90.3,17.1
557,8001008709,"Census Tract 87.09, Adams County, Colorado",8001008709,ADAMS,7997,2656.8,4475,14.7,35.3,64.6,9.2
558,8001009751,"Census Tract 97.51, Adams County, Colorado",8001009751,ADAMS,3781,3316.7,2438,14.6,26.4,73.5,23
559,8001009752,"Census Tract 97.52, Adams County, Colorado",8001009752,ADAMS,3483,4465.4,2185,8.6,21.6,78.4,17.2
560,8001007801,"Census Tract 78.01, Adams County, Colorado",8001007801,ADAMS,4412,17648,2405,26.2,44.7,55.3,7
561,8001008309,"Census Tract 83.09, Adams County, Colorado",8001008309,ADAMS,3847,820.3,2130,18.8,29.5,70.6,7.5
562,8001008308,"Census Tract 83.08, Adams County, Colorado",8001008308,ADAMS,5527,3270.4,3250,12.9,22.3,77.7,7
563,8001008100,"Census Tract 81, Adams County, Colorado",8001008100,ADAMS,1563,1502.9,1133,10.7,12,88,64.5
564,8001008000,"Census Tract 80, Adams County, Colorado",8001008000,ADAMS,6412,8327.3,3760,16.7,30.9,69.1,11.2
565,8001008353,"Census Tract 83.53, Adams County, Colorado",8001008353,ADAMS,7088,163.7,4490,8,19,80.9,21.6
566,8001007900,"Census Tract 79, Adams County, Colorado",8001007900,ADAMS,5589,8732.8,3229,20.5,37.1,62.8,13
567,8027970100,"Census Tract 9701, Custer County, Colorado",8027970100,CUSTER,4505,6.1,3546,1.8,6.4,93.7,33.3
568,8025969600,"Census Tract 9696, Crowley County, Colorado",8025969600,CROWLEY,5514,7,3926,4.4,15.2,84.9,8.1
569,8089968100,"Census Tract 9681, Otero County, Colorado",8089968100,OTERO,2769,214,1806,13.8,26,74,14
570,8089968200,"Census Tract 9682, Otero County, Colorado",8089968200,OTERO,2866,55.5,1900,3.6,10.1,89.8,15.6
571,8089968400,"Census Tract 9684, Otero County, Colorado",8089968400,OTERO,1003,1,763,6.4,16,84,14.5
572,8089968300,"Census Tract 9683, Otero County, Colorado",8089968300,OTERO,3743,99.3,2582,4.6,11.5,88.4,21.6
573,8089968600,"Census Tract 9686, Otero County, Colorado",8089968600,OTERO,4825,2461.7,3021,8.4,17.4,82.5,18.1
574,8089968000,"Census Tract 9680, Otero County, Colorado",8089968000,OTERO,1556,90.3,1111,2.6,9.6,90.4,15.9
575,8089968500,"Census Tract 9685, Otero County, Colorado",8089968500,OTERO,1563,8.6,1100,3.6,7.5,92.5,21.6
576,8011966700,"Census Tract 9667, Bent County, Colorado",8011966700,BENT,5806,3.8,4572,5.8,15.1,84.9,10.3
577,8017960600,"Census Tract 9606, Cheyenne County, Colorado",8017960600,CHEYENNE,2127,1.2,1325,2.3,9.6,90.3,21.9
578,8039961209,"Census Tract 9612.09, Elbert County, Colorado",8039961209,ELBERT,2124,19.9,1556,1,3.1,97,25.3
579,8039961208,"Census Tract 9612.08, Elbert County, Colorado",8039961208,ELBERT,3262,46.9,2379,0.5,3.9,96.1,35.8
580,8039961207,"Census Tract 9612.07, Elbert County, Colorado",8039961207,ELBERT,3906,73.6,2658,0,2.4,97.6,35.2
581,8039961206,"Census Tract 9612.06, Elbert County, Colorado",8039961206,ELBERT,3631,173.3,2703,0.5,3.3,96.7,31
582,8039961205,"Census Tract 9612.05, Elbert County, Colorado",8039961205,ELBERT,1815,5.4,1342,0.8,2,98,33.8
583,8039961204,"Census Tract 9612.04, Elbert County, Colorado",8039961204,ELBERT,7696,81.4,5076,0.6,3.9,96.2,40.9
584,8039961100,"Census Tract 9611, Elbert County, Colorado",8039961100,ELBERT,2119,1.8,1594,1.6,7.6,92.5,31.9
585,8001007802,"Census Tract 78.02, Adams County, Colorado",8001007802,ADAMS,4594,18376,2626,21.2,47.6,52.4,2.3
586,8023972700,"Census Tract 9727, Costilla County, Colorado",8023972700,COSTILLA,1608,2.6,1286,15.6,25.2,74.7,19.8
587,8023972600,"Census Tract 9726, Costilla County, Colorado",8023972600,COSTILLA,2020,3.4,1364,9.8,19.2,80.8,21.9
588,8001008200,"Census Tract 82, Adams County, Colorado",8001008200,ADAMS,5766,3432.1,3621,8.5,27,73.1,12.1
589,8059010406,"Census Tract 104.06, Jefferson County, Colorado",8059010406,JEFFERSON,2501,2337.4,1766,16.3,34.7,65.3,19.1
590,8059011100,"Census Tract 111, Jefferson County, Colorado",8059011100,JEFFERSON,5969,3901.3,4329,6.5,16.5,83.4,33.6
591,8059011723,"Census Tract 117.23, Jefferson County, Colorado",8059011723,JEFFERSON,3595,6657.4,2386,1.6,4,96,36.1
592,8059012057,"Census Tract 120.57, Jefferson County, Colorado",8059012057,JEFFERSON,5672,3806.7,4203,0.5,4.6,95.4,37.4
593,8099000700,"Census Tract 7, Prowers County, Colorado",8099000700,PROWERS,2119,2.1,1386,11,22,78.1,14.2
594,8059012050,"Census Tract 120.50, Jefferson County, Colorado",8059012050,JEFFERSON,3947,2860.1,2727,1.1,2.5,97.5,57.4
595,8059011724,"Census Tract 117.24, Jefferson County, Colorado",8059011724,JEFFERSON,5549,1554.3,3745,0.4,1.8,98.2,66
596,8059009807,"Census Tract 98.07, Jefferson County, Colorado",8059009807,JEFFERSON,1753,2577.9,1369,0.8,4.3,95.7,46.7
597,8059009806,"Census Tract 98.06, Jefferson County, Colorado",8059009806,JEFFERSON,3828,1708.9,2869,0.3,2.1,97.9,57.3
598,8059010402,"Census Tract 104.02, Jefferson County, Colorado",8059010402,JEFFERSON,5365,3461.3,3609,1.4,8.4,91.7,25.7
599,8059011729,"Census Tract 117.29, Jefferson County, Colorado",8059011729,JEFFERSON,4002,5336,2981,0.8,5.5,94.5,43
600,8059010000,"Census Tract 100, Jefferson County, Colorado",8059010000,JEFFERSON,5626,2961.1,3043,2.1,12.5,87.5,38.6
601,8059012041,"Census Tract 120.41, Jefferson County, Colorado",8059012041,JEFFERSON,5836,4945.8,4002,3,6.2,93.8,38.5
602,8073961700,"Census Tract 9617, Lincoln County, Colorado",8073961700,LINCOLN,3700,10.2,2839,4.9,12.8,87.2,10.8
603,8073961800,"Census Tract 9618, Lincoln County, Colorado",8073961800,LINCOLN,1820,0.8,1218,2.5,10.9,89.2,18.8
604,8059980400,"Census Tract 9804, Jefferson County, Colorado",8059980400,JEFFERSON,1305,4350,1256,3.4,5.9,94,18.9
605,8059015800,"Census Tract 158, Jefferson County, Colorado",8059015800,JEFFERSON,4009,4504.5,3016,0.4,3.8,96.2,37.7
606,8059011401,"Census Tract 114.01, Jefferson County, Colorado",8059011401,JEFFERSON,2870,8200,2067,16.2,28.8,71.3,15.4
607,8059012059,"Census Tract 120.59, Jefferson County, Colorado",8059012059,JEFFERSON,3261,4290.8,2311,0,1.6,98.4,36.6
608,8059009849,"Census Tract 98.49, Jefferson County, Colorado",8059009849,JEFFERSON,5657,1393.3,3220,1.2,3.3,96.7,57.5
609,8059012060,"Census Tract 120.60, Jefferson County, Colorado",8059012060,JEFFERSON,3170,6744.7,2286,0,1.7,98.3,32.7
610,8059011805,"Census Tract 118.05, Jefferson County, Colorado",8059011805,JEFFERSON,4995,13875,3517,0.8,8.2,91.8,47.9
611,8059011806,"Census Tract 118.06, Jefferson County, Colorado",8059011806,JEFFERSON,4974,4363.2,3543,3.9,13.3,86.7,18.1
612,8059011733,"Census Tract 117.33, Jefferson County, Colorado",8059011733,JEFFERSON,1411,3359.5,994,0.6,6.5,93.5,44.2
613,8099000200,"Census Tract 2, Prowers County, Colorado",8099000200,PROWERS,2605,1113.2,1618,20.7,39,61,5.3
614,8099000100,"Census Tract 1, Prowers County, Colorado",8099000100,PROWERS,1380,8.7,970,2.7,5.5,94.5,22
615,8099000300,"Census Tract 3, Prowers County, Colorado",8099000300,PROWERS,4544,2037.7,2926,3,9.2,90.8,20.8
616,8099000600,"Census Tract 6, Prowers County, Colorado",8099000600,PROWERS,1436,2.9,931,14.8,22.3,77.7,16.2
617,8059011732,"Census Tract 117.32, Jefferson County, Colorado",8059011732,JEFFERSON,5324,10439.2,3401,1.3,1.3,98.7,39
618,8059011402,"Census Tract 114.02, Jefferson County, Colorado",8059011402,JEFFERSON,4404,6672.7,3081,4.5,19.5,80.5,22.1
619,8059015900,"Census Tract 159, Jefferson County, Colorado",8059015900,JEFFERSON,3672,1707.9,2501,3,7.5,92.5,36.9
620,8059009850,"Census Tract 98.50, Jefferson County, Colorado",8059009850,JEFFERSON,2475,117.1,1953,0,0.9,99.1,69.9
621,8059009852,"Census Tract 98.52, Jefferson County, Colorado",8059009852,JEFFERSON,3817,1051.5,2773,2.3,5,95,39.8
622,8059012047,"Census Tract 120.47, Jefferson County, Colorado",8059012047,JEFFERSON,4335,6470.1,2835,2.4,5.2,94.8,33.6
623,8059011712,"Census Tract 117.12, Jefferson County, Colorado",8059011712,JEFFERSON,4372,4651.1,3216,0.9,3.5,96.5,43.2
624,8059010901,"Census Tract 109.01, Jefferson County, Colorado",8059010901,JEFFERSON,4852,2772.6,3641,0.5,5.9,94.1,36.9
625,8059012032,"Census Tract 120.32, Jefferson County, Colorado",8059012032,JEFFERSON,2530,212.6,1902,0.3,1.4,98.7,55.5
626,8059012033,"Census Tract 120.33, Jefferson County, Colorado",8059012033,JEFFERSON,2749,126,2114,0.4,2.4,97.6,53
627,8059009843,"Census Tract 98.43, Jefferson County, Colorado",8059009843,JEFFERSON,7747,1077.5,5598,0,1.1,98.9,68.3
628,8059012027,"Census Tract 120.27, Jefferson County, Colorado",8059012027,JEFFERSON,3371,158.3,2646,0.4,1.1,98.9,48.8
629,8059010405,"Census Tract 104.05, Jefferson County, Colorado",8059010405,JEFFERSON,2540,4031.7,1831,3.2,7.8,92.1,41
630,8059012026,"Census Tract 120.26, Jefferson County, Colorado",8059012026,JEFFERSON,3309,368.9,2623,0.6,2.9,97.1,59.7
631,8059012035,"Census Tract 120.35, Jefferson County, Colorado",8059012035,JEFFERSON,5241,452.2,3560,0,0.6,99.4,76.1
632,8059012037,"Census Tract 120.37, Jefferson County, Colorado",8059012037,JEFFERSON,3480,224.5,2791,2.3,3.7,96.4,39.7
633,8059012031,"Census Tract 120.31, Jefferson County, Colorado",8059012031,JEFFERSON,4189,225.9,3092,0,1.6,98.4,53.4
634,8059012030,"Census Tract 120.30, Jefferson County, Colorado",8059012030,JEFFERSON,3957,299.8,2955,0.5,2.3,97.7,61.4
635,8059009900,"Census Tract 99, Jefferson County, Colorado",8059009900,JEFFERSON,2382,719.6,1643,1.6,5.3,94.8,57.5
636,8059009846,"Census Tract 98.46, Jefferson County, Colorado",8059009846,JEFFERSON,4471,421,3279,0,0.9,99.1,75.1
637,8059009847,"Census Tract 98.47, Jefferson County, Colorado",8059009847,JEFFERSON,3075,1593.3,2248,0,0.6,99.4,64.1
638,8059012023,"Census Tract 120.23, Jefferson County, Colorado",8059012023,JEFFERSON,3526,4300,2475,0.6,2.5,97.6,51.1
639,8059012048,"Census Tract 120.48, Jefferson County, Colorado",8059012048,JEFFERSON,2348,2580.2,1794,0,1.9,98.1,44.6
640,8059009848,"Census Tract 98.48, Jefferson County, Colorado",8059009848,JEFFERSON,2699,203.4,1965,1.3,3.7,96.2,65
641,8059009845,"Census Tract 98.45, Jefferson County, Colorado",8059009845,JEFFERSON,4067,243.5,3172,0.3,1.3,98.7,74.7
642,8059009842,"Census Tract 98.42, Jefferson County, Colorado",8059009842,JEFFERSON,3613,1433.7,2450,3.5,5.7,94.3,54.3
643,8059012042,"Census Tract 120.42, Jefferson County, Colorado",8059012042,JEFFERSON,3963,4043.9,2762,1.4,3.2,96.7,44.1
644,8059012058,"Census Tract 120.58, Jefferson County, Colorado",8059012058,JEFFERSON,3918,17.6,2970,0.4,3.8,96.2,50.3
